Title,Restaurant,Menu,Category,Description,Price,Status,Action,# Sides,Side:Cost(Choose #),Size(Choose 1),Options:Cost(Choose 1),Additional options(Choose 1),Additional options(Choose 1),Add-ons:Cost (Choose Any),Temp (Choose 1)
Kids Chicken Tenders,Restaurant Tyler,Brunch,Kids,Kids chicken tenders served with one side.,3.50,Active,"Activate, Deactivate, Feature, Edit",1,"Mashed Potatoes, Turnip Greens, French Fries, Baked Sweet Potato, Purple Hull Peas, Mac and Cheese, Sweet Potato Fries, Butter Beans, Vardaman Sweet Potato Cornbread Dressing, Cheese Grits",,,,,,
Kids Grilled Cheese,Restaurant Tyler,Brunch,Kids,Kids grilled cheese served with one side.,3.50,Active,"Activate, Deactivate, Feature, Edit",1,"Mashed Potatoes, Turnip Greens, French Fries, Baked Sweet Potato, Purple Hull Peas, Mac and Cheese, Sweet Potato Fries, Butter Beans, Vardaman Sweet Potato Cornbread Dressing, Cheese Grits",,,,,,
Kids Macaroni and Cheese,Restaurant Tyler,Brunch,Kids,Kids macaroni and cheese.,3.50,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Kids Pancake,Restaurant Tyler,Brunch,Kids,Kids pancake.,3.50,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Crawditty Omelet,Restaurant Tyler,Brunch,Omelets,Cheddar cheese omelet drowned in crawfish sauce. Served with cheese grits and fresh fruit.,11.00,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Make Your Own Omelet,Restaurant Tyler,Brunch,Omelets,"Choose 3: tomatoes, jalapenos, Italian sausage, spinach, bacon, sweet potatoes, mushrooms, onions, white gravy & bell peppers.",11.00,Active,"Activate, Deactivate, Feature, Edit",0,,,"Tomatoes, Jalapeños, Italian Sausage, Spinach, Bacon, Diced Sweet Potatoes, Mushrooms, Onions, Bell Peppers, White Gravy","Tomatoes, Jalapeños, Italian Sausage, Spinach, Bacon, Diced Sweet Potatoes, Mushrooms, Onions, Bell Peppers, White Gravy","Tomatoes, Jalapeños, Italian Sausage, Spinach, Bacon, Diced Sweet Potatoes, Mushrooms, Onions, Bell Peppers, White Gravy","Tomatoes:1.50, Jalapeños:1.50, Italian Sausage:1.50, Spinach:1.50, Bacon:1.50, Diced Sweet Potatoes:1.50, Mushrooms:1.50, Onions:1.50, Bell Peppers:1.50, White Gravy:1.50",
Southern Omelet,Restaurant Tyler,Brunch,Omelets,"Egg omelet with house-smoked bacon, caramelized onions, roasted Vardaman sweet potatoes, and cream cheese. Served with cheese grits and fresh fruit.",11.00,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Caesar Salad,Restaurant Tyler,Brunch,Salads and Soup,"Hearts of romaine tossed in a roasted garlic buttermilk dressing, served with freshly-grated parmesan cheese and Vardaman sweet potato croutons.",6.00,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,"Add Chicken:3.95, Add Shrimp:4.95, Add Steak:5.95",
Seasonal Soup,Restaurant Tyler,Brunch,Salads and Soup,Cup or bowl of seasonal soup.,4.00,Active,"Activate, Deactivate, Feature, Edit",0,,"Cup:4.00, Bowl:6.00",,,,,
Biscuits & Gravy Platter,Restaurant Tyler,Brunch,Sandwiches and Platters,Two biscuits smothered in house-made sausage gravy.,8.00,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,"Add Scrambled Eggs:1.95, House Smoked Bacon:2.95, Pork Sausage:2.95",
Huevos Rancheros Hash Browns,Restaurant Tyler,Brunch,Sandwiches and Platters,"Shredded potato hash browns with house-smoked bacon and onions, topped with molten cheese, scrambled farm eggs, and salsa roja",12.00,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Tyler Burger,Restaurant Tyler,Brunch,Sandwiches and Platters,"8oz hand-pattied burger, house-smoked bacon, and gorgonzola cheese over a toasted brioche bun with garlic aioli. Served with your choice of side.",2.50,Active,"Activate, Deactivate, Feature, Edit",1,"Mashed Potatoes, Turnip Greens, French Fries, Baked Sweet Potato, Purple Hull Peas, Mac and Cheese, Sweet Potato Fries, Butter Beans, Vardaman Sweet Potato Cornbread Dressing, Cheese Grits",,,,,,
Baked Sweet Potato,Restaurant Tyler,Brunch,Sides,Add a baked sweet potato.,2.50,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Biscuit & White Gravy,Restaurant Tyler,Brunch,Sides,Add a biscuit and white gravy.,5.00,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Butter Beans,Restaurant Tyler,Brunch,Sides,Add a side of butter beans.,2.50,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Cheese Grits,Restaurant Tyler,Brunch,Sides,Add a side of cheese grits.,2.50,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
French Fries,Restaurant Tyler,Brunch,Sides,Add a side of french fries.,2.50,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Grilled French Bread,Restaurant Tyler,Brunch,Sides,Add grilled French bread.,0.75,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Mac and Cheese,Restaurant Tyler,Brunch,Sides,Add a side of mac and cheese.,2.50,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Mashed Potatoes,Restaurant Tyler,Brunch,Sides,Add a side of mashed potatoes.,2.50,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Purple Hull Peas,Restaurant Tyler,Brunch,Sides,Add a side of purple hull peas.,2.50,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Vardaman Sweet Potato Cornbread Muffin,Restaurant Tyler,Brunch,Sides,Add a Vardaman sweet potato cornbread muffin.,0.50,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Vardaman Sweet Potato Cornbread Dressing,Restaurant Tyler,Brunch,Sides,Add a side of Vardaman sweet potato cassarole.,2.50,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Sweet Potato Fries,Restaurant Tyler,Brunch,Sides,Add a side of sweet potato fries.,2.50,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Turnip Greens,Restaurant Tyler,Brunch,Sides,Add a side of turnip greens.,2.50,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Buttermilk Pancake,Restaurant Tyler,Brunch,Waffles and Things,Served with vanilla bean whipped cream.,9.00,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Chicken & Waffle,Restaurant Tyler,Brunch,Waffles and Things,"Fried chicken breast atop a Belgium waffle, served with whipped sorghum butter and a side of fruit.",12.00,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
French Toast Waffle,Restaurant Tyler,Brunch,Waffles and Things,Cheddar cheese and house-smoked bacon frittata served on a French toast brioche bun. Served with cheese grits and a side of fresh fruit.,11.00,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
French Waffle,Restaurant Tyler,Brunch,Waffles and Things,"Pan-flipped Belgium waffle soaked in a French toast mixture,topped with Mississippi sorghum butter and candied pecans. Served with cheese grits and a side of fresh fruit.",11.00,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Avocado Bruschetta,Restaurant Tyler,Dinner,Appetizers,"Flat bread with roasted fig BBQ sauce, avocado, sweet pepper, pickled collard stem, shaved red onion, balsamic vinegar reduction, and MS Red hot sauce.",10.00,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Bar-B-Q Okra,Restaurant Tyler,Dinner,Appetizers,"Fried okra dusted in a house-blend BBQ dry rub, served with remoulade sauce.",8.00,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Charcuterie and Cheese Board,Restaurant Tyler,Dinner,Appetizers,"Three house-made or locally-sourced cured meats served alongside three artisanal cheeses with pickled vegetables, MS Red pepper jelly, whole grain mustard, and grilled sourdough bread. ",0.00,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Crawfish Dip,Restaurant Tyler,Dinner,Appetizers,"Roasted garlic, spicy Italian sausage, spinach, herbs, and crawfish tails, topped with parmesan cheese. Served with crostini.",11.00,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Delta Hot Chicken,Restaurant Tyler,Dinner,Appetizers,"Hoover-marinated, deep-fried chicken thighs lacquered in MS Red hot sauce infused oil and served on white bread with quick pickles, Hoover honey glaze, and Tyler dipping sauce.",12.00,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Pimiento Cheese,Restaurant Tyler,Dinner,Appetizers,"House-made pimiento cheese served with candied bacon, grated parmigiano-reggiano cheese, mustard seed, pickled vegetables, and toasted sourdough bread.",10.00,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Beverages,Restaurant Tyler,Dinner,Beverages,,,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Bourbon Pecan Pie,Restaurant Tyler,Dinner,Desserts,Bourbon laced filling topped with candied Duke pecans and Sweet Magnolia’s buttermilk vanilla gelato.,9.00,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Triple Chocolate Cake,Restaurant Tyler,Dinner,Desserts,Layered chocolate mousse cake lacquered with chocolate ganache and topped with shaved white chocolate.,9.00,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Cheesecake,Restaurant Tyler,Dinner,Desserts,"New York-style cheesecake with salted caramel, seasonal preserves, and candied pecans.",9.00,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Stuffed Pancakes,Restaurant Tyler,Dinner,Desserts,"Buttermilk crepes stuffed with maple-glazed pecan cheesecake filling, served with sorghum custard sauce and berry coulis.",8.00,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Catch of the Day,Restaurant Tyler,Dinner,Lake and Sea,Chef-selected catch topped with local virgin pecan oil and lemon slices. Served with a choice of starch and seasonal vegetables.,0.00,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Duck Burger,Restaurant Tyler,Dinner,Lake and Sea,"Two four-ounce Maple Leaf Farms duck patties cooked medium and served on a house-made “everything” potato roll with garlic Boursin cheese, dijonnaise, house-smoked bacon, MS Red pepper jelly, quick pickles, and choice of side.",24.00,Active,"Activate, Deactivate, Feature, Edit",1,"Baked Vardaman Sweet Potato with Cinnamon Butter, Cheese Grits, Grilled French Bread, Mac and Cheese Cassarole, Garlic Whipped Potatos",,,,,,
Fried Catfish,Restaurant Tyler,Dinner,Lake and Sea,"Charred corn, okra, tomato, and black-eyed pea salsa finished with preserved lemon and basil vinaigrette. Served over garlic whipped potatoes.",16.00,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Shrimp and Grits,Restaurant Tyler,Dinner,Lake and Sea,"House-smoked bacon-wrapped gulf shrimp over parmesan cheese grits, and finished with a sherry cream sauce. Topped with sautéed spinach.",18.00,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Bone-in Pork Chop,Restaurant Tyler,Dinner,Land,"14-16 oz cold-smoked pork chop, grilled to order and finished with a truffle and Mississippi honey demi-glaze. Served with seasonal vegetables and your choice of starch.",28.00,Active,"Activate, Deactivate, Feature, Edit",1,"Baked Vardaman Sweet Potato with Cinnamon Butter, Cheese Grits, Grilled French Bread, Mac and Cheese Cassarole, Garlic Whipped Potatos",,,,,,
Burger,Restaurant Tyler,Dinner,Land,"100% Black Angus beef, confit of bacon, whole grain mustard, garlic aioli, and Fontina cheese on buttered hemp potato bread. Served with choice of fries.",13.00,Active,"Activate, Deactivate, Feature, Edit",0,,,"Fries, Sweet Potato Fries",,,"Top with Farm Fresh Egg:2.00, Add Gorgonzola Fondue:6.00, Add Seared Shiitaki Mushrooms:3.00",
Cabbage Steak,Restaurant Tyler,Dinner,Land,"Sesame balsamic-marinated Napa cabbage steak seared with local honey-glaze and topped with toasted peanuts, shiitake mushrooms, and scallions. Served with baked Vardaman sweet potato.",18.00,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Filet Mignon,Restaurant Tyler,Dinner,Land,"Grilled center-cut, certified Angus beef tenderloin smothered with horseradish and bacon-infused whipped lardo. Served with choice of starch and demi-glaze.",38.00,Active,"Activate, Deactivate, Feature, Edit",1,"Baked Vardaman Sweet Potato with Cinnamon Butter, Cheese Grits, Grilled French Bread, Mac and Cheese Cassarole, Garlic Whipped Potatos",,,,,,
Fried Chicken,Restaurant Tyler,Dinner,Land,Buttermilk and coconut-battered chicken breast nestled in a pepperjack macaroni and cheese casserole. Served with seasonal vegetables.,14.00,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Ribeye,Restaurant Tyler,Dinner,Land,Hand-cut 14 oz certified Angus beef ribeye topped with whipped sorghum pecan butter and demi-glaze. Served with seasonal vegetables and your choice of starch.,38.00,Active,"Activate, Deactivate, Feature, Edit",1,"Baked Vardaman Sweet Potato with Cinnamon Butter, Cheese Grits, Grilled French Bread, Mac and Cheese Cassarole, Garlic Whipped Potatos",,,,,,
Farmers Risotto,Restaurant Tyler,Dinner,Pasta and MS Delta Rice,"Two Brooks Farm Sable black rice gorgonzola risotto, with roasted vegetables and white truffle oil.",18.00,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Jambalaya Pasta,Restaurant Tyler,Dinner,Pasta and MS Delta Rice,"Marinated chicken breast, sautéed shrimp, oven-dried tomatoes, and Italian sausage served over penne pasta. Tossed in a light Cajun cream sauce and finished with freshly-grated parmesan cheese.",18.00,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Lamb Gnocci,Restaurant Tyler,Dinner,Pasta and MS Delta Rice,"House-made Vardaman sweet potato gnocchi tossed in a lamb ragu with white wine, fennel, shiitake mushrooms, and roasted tomatoes. Finished with Blackberry Farms brebis mousse.",22.00,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Southern Noodle Bowl,Restaurant Tyler,Dinner,Pasta and MS Delta Rice,"Rice noodles, cabbage, spinach, miso, avocado, pickled vegetables, vegetable dashi.",15.00,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Cabbage Salad,Restaurant Tyler,Dinner,Salads and Soup,"Grilled cabbage, caramelized onions, roasted garlic and beets, gorgonzola cheese, and candied Duke pecans tossed in warm house-smoked bacon vinaigrette.",6.00,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Caesar,Restaurant Tyler,Dinner,Salads and Soup,"Romaine lettuce tossed in caesar vinaigrette with shredded parmesan cheese, cracked black peppercorn, boiled farm egg, grated bottarga, Vardaman sweet potato cornbread croutons, and “everything” bagel seasoning.",6.00,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Local Farmer's Salad,Restaurant Tyler,Dinner,Salads and Soup,Changes with the availability of locally farmed produce.,0.00,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Seasonal Soup,Restaurant Tyler,Dinner,Salads and Soup,Cup or bowl of seasonal soup.,4.00,Active,"Activate, Deactivate, Feature, Edit",0,,"Cup:4.00, Bowl:6.00",,,,,
Garlic Whipped Potatoes,Restaurant Tyler,Dinner,Starches,,,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Baked Vardaman Sweet Potato with Cinnamon Butter,Restaurant Tyler,Dinner,Starches,Add a baked sweet potato.,2.50,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Cheese Grits,Restaurant Tyler,Dinner,Starches,Add a side of cheese grits.,2.50,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Grilled French Bread,Restaurant Tyler,Dinner,Starches,,,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Mac and Cheese Cassarole,Restaurant Tyler,Dinner,Starches,Add a side of mac and cheese.,2.50,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Chicken Meatloaf,Restaurant Tyler,Lunch,Blue Plates,"Ground chicken breast and vegetables, wrapped in house-smoked bacon, and smothered in brown gravy. Served with Vardaman sweet potato cornbread and choice of two sides.",8.00,Active,"Activate, Deactivate, Feature, Edit",2,"Mac & Cheese, Purple Hull Peas, Turnip Greens, Baked Sweet Potato, Butter Beans, Cheese Grits, Mashed Potatoes, Sweet Potato Fries, French Fries, Green Bean Casserole, Vardaman Sweet Potato Casserole, Sweet Potato Cornbread Dressing",,,,,Grilled French Bread:0.75,
Delta Catfish,Restaurant Tyler,Lunch,Blue Plates,"Pan-seared, blackened, or fried Delta catfish topped with crawfish sauce. Served with Vardaman sweet potato cornbread and choice of two sides.",9.00,Active,"Activate, Deactivate, Feature, Edit",2,"Mac & Cheese, Purple Hull Peas, Turnip Greens, Baked Sweet Potato, Butter Beans, Cheese Grits, Mashed Potatoes, Sweet Potato Fries, French Fries, Green Bean Casserole, Vardaman Sweet Potato Casserole, Sweet Potato Cornbread Dressing",,"Pan-Seared, Blackened, Fried",,,Grilled French Bread:0.75,
Fried Chicken,Restaurant Tyler,Lunch,Blue Plates,Fried catfish topped with crawfish sauce. Served with Vardaman sweet potato cornbread and choice of two sides.,8.00,Active,"Activate, Deactivate, Feature, Edit",2,"Mac & Cheese, Purple Hull Peas, Turnip Greens, Baked Sweet Potato, Butter Beans, Cheese Grits, Mashed Potatoes, Sweet Potato Fries, French Fries, Green Bean Casserole, Vardaman Sweet Potato Casserole, Sweet Potato Cornbread Dressing",,,,,Grilled French Bread:0.75,
Fried Pork Chops,Restaurant Tyler,Lunch,Blue Plates,Fried pork chops topped with brown gravy. Served with Vardaman sweet potato cornbread and choice of two sides.,8.00,Active,"Activate, Deactivate, Feature, Edit",2,"Mac & Cheese, Purple Hull Peas, Turnip Greens, Baked Sweet Potato, Butter Beans, Cheese Grits, Mashed Potatoes, Sweet Potato Fries, French Fries, Green Bean Casserole, Vardaman Sweet Potato Casserole, Sweet Potato Cornbread Dressing",,,,,Grilled French Bread:0.75,
Fried Shrimp,Restaurant Tyler,Lunch,Blue Plates,Fried shrimp served with house-made cocktail sauce. Served with Vardaman sweet potato cornbread and choice of two sides.,9.00,Active,"Activate, Deactivate, Feature, Edit",2,"Mac & Cheese, Purple Hull Peas, Turnip Greens, Baked Sweet Potato, Butter Beans, Cheese Grits, Mashed Potatoes, Sweet Potato Fries, French Fries, Green Bean Casserole, Vardaman Sweet Potato Casserole, Sweet Potato Cornbread Dressing",,,,,Grilled French Bread:0.75,
Hamburger Steak,Restaurant Tyler,Lunch,Blue Plates,"Hamburger Steak topped with sautéed mushrooms, onions, Swiss cheese, and brown gravy. Served with Vardaman sweet potato cornbread and choice of two sides.",9.00,Active,"Activate, Deactivate, Feature, Edit",2,"Mac & Cheese, Purple Hull Peas, Turnip Greens, Baked Sweet Potato, Butter Beans, Cheese Grits, Mashed Potatoes, Sweet Potato Fries, French Fries, Green Bean Casserole, Vardaman Sweet Potato Casserole, Sweet Potato Cornbread Dressing",,,,,Grilled French Bread:0.75,
Bourbon Pecan Pie,Restaurant Tyler,Lunch,Desserts,Bourbon laced filling topped with candied Duke pecans and Sweet Magnolia’s buttermilk vanilla gelato.,9.00,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Triple Chocolate Cake,Restaurant Tyler,Lunch,Desserts,Layered chocolate mousse cake lacquered with chocolate ganache and topped with shaved white chocolate.,9.00,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Cheesecake,Restaurant Tyler,Lunch,Desserts,"New York-style cheesecake with salted caramel, seasonal preserves, and candied pecans.",9.00,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Stuffed Pancakes,Restaurant Tyler,Lunch,Desserts,"Buttermilk crepes stuffed with maple-glazed pecan cheesecake filling, served with sorghum custard sauce and berry coulis.",8.00,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Chicken Alfredo Pasta,Restaurant Tyler,Lunch,Entrees,"Grilled chicken breast tossed in a parmesan cream sauce atop penne pasta, finished in the oven with mozzarella cheese and house-smoked bacon bits.",16.00,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Shrimp and Grits,Restaurant Tyler,Lunch,Entrees,"House-smoked bacon-wrapped gulf shrimp over parmesan cheese grits, finished with a sherry cream sauce and sautéed spinach.",18.00,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Kids Fried Chicken,Restaurant Tyler,Lunch,Kids,Kids fried chicken. Served with one side.,3.50,Active,"Activate, Deactivate, Feature, Edit",1,"Mac & Cheese, Purple Hull Peas, Turnip Greens, Baked Sweet Potato, Butter Beans, Cheese Grits, Mashed Potatoes, Sweet Potato Fries, French Fries, Green Bean Casserole, Vardaman Sweet Potato Casserole, Sweet Potato Cornbread Dressing",,,,,,
Kids Grilled Cheese,Restaurant Tyler,Lunch,Kids,Kids grilled cheese. Served with one side.,3.50,Active,"Activate, Deactivate, Feature, Edit",1,"Mac & Cheese, Purple Hull Peas, Turnip Greens, Baked Sweet Potato, Butter Beans, Cheese Grits, Mashed Potatoes, Sweet Potato Fries, French Fries, Green Bean Casserole, Vardaman Sweet Potato Casserole, Sweet Potato Cornbread Dressing",,,,,,
Kids Macaroni and Cheese,Restaurant Tyler,Lunch,Kids,Kids macaroni and cheese.,3.50,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Caesar,Restaurant Tyler,Lunch,Salads,"Hearts of romaine tossed in a roasted garlic buttermilk dressing, served with freshly-grated parmesan cheese and Vardaman sweet potato croutons.",6.00,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,"Add Chicken:3.95, Add Shrimp:4.95",
Local Farmer's Salad,Restaurant Tyler,Lunch,Salads,"Fresh salad greens from local farmers, prepared daily based on availability.",0.00,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,"Add Chicken:3.95, Add Shrimp:4.95",
Seasonal Salad,Restaurant Tyler,Lunch,Salads,"Fresh local fruit or berries, candied local pecans, and gorgonzola cheese, served with a seasonal vinaigrette.",6.00,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,"Add Chicken:3.95, Add Shrimp:4.95",
Spinach Salad,Restaurant Tyler,Lunch,Salads,"Baby spinach, red onions, and gorgonzola cheese, served with a bacon vinaigrette.",6.00,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,"Add Chicken:3.95, Add Shrimp:4.95",
Brick Chicken,Restaurant Tyler,Lunch,Sandwiches,"Grilled chicken breast, sautéed onions and mushrooms, melted Swiss cheese, on French bread with garlic aioli. Served with your choice of side.",9.00,Active,"Activate, Deactivate, Feature, Edit",1,"Mac & Cheese, Purple Hull Peas, Turnip Greens, Baked Sweet Potato, Butter Beans, Cheese Grits, Mashed Potatoes, Sweet Potato Fries, French Fries, Green Bean Casserole, Vardaman Sweet Potato Casserole, Sweet Potato Cornbread Dressing",,,,,,
Catfish Poboy,Restaurant Tyler,Lunch,Sandwiches,Fried catfish filet on French bread with Tyler tartar sauce. Served with your choice of side.,9.00,Active,"Activate, Deactivate, Feature, Edit",1,"Mac & Cheese, Purple Hull Peas, Turnip Greens, Baked Sweet Potato, Butter Beans, Cheese Grits, Mashed Potatoes, Sweet Potato Fries, French Fries, Green Bean Casserole, Vardaman Sweet Potato Casserole, Sweet Potato Cornbread Dressing",,,,,,
Shrimp Poboy,Restaurant Tyler,Lunch,Sandwiches,Fried baby shrimp on French bread with Tyler tartar sauce. Served with your choice of side.,9.00,Active,"Activate, Deactivate, Feature, Edit",1,"Mac & Cheese, Purple Hull Peas, Turnip Greens, Baked Sweet Potato, Butter Beans, Cheese Grits, Mashed Potatoes, Sweet Potato Fries, French Fries, Green Bean Casserole, Vardaman Sweet Potato Casserole, Sweet Potato Cornbread Dressing",,,,,,
Tyler Burger,Restaurant Tyler,Lunch,Sandwiches,8 oz patty with bacon and gorgonzola cheese over a toasted brioche bun with garlic aioli. Served with your choice of side.,9.00,Active,"Activate, Deactivate, Feature, Edit",1,"Mac & Cheese, Purple Hull Peas, Turnip Greens, Baked Sweet Potato, Butter Beans, Cheese Grits, Mashed Potatoes, Sweet Potato Fries, French Fries, Green Bean Casserole, Vardaman Sweet Potato Casserole, Sweet Potato Cornbread Dressing",,,,,,
Baked Sweet Potato,Restaurant Tyler,Lunch,Sides,Add a side of baked sweet potatoes.,2.50,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Butter Beans,Restaurant Tyler,Lunch,Sides,Add a side of butter beans.,2.50,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Cheese Grits,Restaurant Tyler,Lunch,Sides,Add a side of cheese grits.,2.50,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
French Fries,Restaurant Tyler,Lunch,Sides,Add a side of french fries.,2.50,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Green Bean Casserole,Restaurant Tyler,Lunch,Sides,Add a side of green bean casserole.,2.50,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Grilled French Bread,Restaurant Tyler,Lunch,Sides,Add piece of grilled French bread.,0.75,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Mac and Cheese,Restaurant Tyler,Lunch,Sides,Add a side of mac and cheese.,2.50,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Mashed Potatoes,Restaurant Tyler,Lunch,Sides,Add a side of mashed potatoes.,2.50,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Purple Hull Peas,Restaurant Tyler,Lunch,Sides,Add a side of purple hull peas.,2.50,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Vardaman Sweet Potato Casserole,Restaurant Tyler,Lunch,Sides,Add a side of Vardaman sweet potato casserole.,2.50,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Vardaman Sweet Potato Cornbread Muffin,Restaurant Tyler,Lunch,Sides,A Vardaman sweet potato cornbread muffin.,0.50,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Sweet Potato Cornbread Dressing,Restaurant Tyler,Lunch,Sides,Add a side of Vardaman sweet potato cornbread dressing.,2.50,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Sweet Potato Fries,Restaurant Tyler,Lunch,Sides,Add a side of sweet potato fries.,2.50,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Turnip Greens,Restaurant Tyler,Lunch,Sides,Add a side of turnip greens.,2.50,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Bar-B-Q Okra,Restaurant Tyler,Lunch,Starters,"Fried okra dusted in a house-blend BBQ dry rub, served with remoulade sauce.",8.00,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Crawfish Dip,Restaurant Tyler,Lunch,Starters,"Roasted garlic, spicy Italian sausage, spinach, herbs, and crawfish tails, topped with parmesan cheese and served with crostini.",11.00,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Cajun Crab Legs,Rosey Baby,All Day,By Land & Sea,Crab legs boiled in our cajun house seasoning. *Choice of two sides*,19.99,Active,"Activate, Deactivate, Feature, Edit",2,"Baked Potato:0, Corn on the Cob and Red potato:0, Hush Puppies:0, Mac and Cheese:0, Mixed Vegetables:0, Onion Rings:0, Regular Fries:0, Rosey Fries:0, Cup of Gumbo:0, Cup of Red Bean and Rice:0, Cup of Etouffee:0",,,,,"Add Catfish:6.89, Add Chicken:2.5, Add Crawfish:5.99, Add Shrimp:5.99, Add Crab Cluster:7.99, Add Bacon:0.75, Add Cheese:0.75",
Chicken Platter,Rosey Baby,All Day,By Land & Sea,*Choice of Fried or Grilled* *Choice of two sides*,9.99,Active,"Activate, Deactivate, Feature, Edit",2,"Baked Potato:0, Corn on the Cob and Red potato:0, Hush Puppies:0, Mac and Cheese:0, Mixed Vegetables:0, Onion Rings:0, Regular Fries:0, Rosey Fries:0, Cup of Gumbo:0, Cup of Red Bean and Rice:0, Cup of Etouffee:0",,"Fried, Grilled",,,"Add Catfish:6.89, Add Chicken:2.5, Add Crawfish:5.99, Add Shrimp:5.99, Add Crab Cluster:7.99, Add Bacon:0.75, Add Cheese:0.75",
